Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth
Algeria,2001,19.595,5.252,2.514,70.539,67.398,68.93019512,1.40695635,31719449,86000,0.27112703,1761327,5.552829748,400210,16.80326148,0.241555268,3.216975824,2381740,12713472,-0.571793224,2381740,13.31776306,59.919,2.752778992
Algeria,2002,19.339,5.26,2.439,70.74,67.578,69.12043902,1.348858342,32150198,100000,0.311040075,1880000,5.847553412,401090,16.84020926,0.235861689,3.183806797,2381740,12631170,-0.649464998,2381740,13.49861782,60.712,2.663627602
Algeria,2003,19.405,5.288,2.407,70.932,67.756,69.30526829,1.306440895,32572977,450244,1.382262358,1950000,5.986557507,398550,16.73356454,0.231695126,3.168691797,2381740,12540270,-0.722250258,2381740,13.67612628,61.501,2.597650316
Algeria,2004,19.752,5.33,2.412,71.114,67.936,69.4862439,1.312884081,33003442,1446927,4.384169991,2079464,6.300748873,399057,16.7548515,0.227361134,3.150511811,2381740,12447578,-0.741900024,2381740,13.85686179,62.284,2.577996521
Algeria,2005,20.332,5.384,2.448,71.286,68.119,69.66387805,1.377903294,33461345,4882414,14.59120666,2486720,7.431619978,411450,17.27518537,0.22393003,3.146019297,2381740,12360286,-0.703747491,2381740,14.04911745,63.061,2.617697576
Algeria,2006,21.08,5.447,2.507,71.451,68.303,69.83860976,1.481905919,33960903,13661355,40.22671305,2572000,7.573414641,412110,17.3028962,0.221166086,3.153576797,2381740,12283659,-0.621874841,2381740,14.25886243,63.83,2.693981792
Algeria,2007,21.918,5.517,2.58,71.61,68.483,70.00836585,1.595845243,34507214,20997954,60.85091077,2841297,8.233921753,411810,17.29030037,0.216476474,3.136362491,2381740,12217969,-0.536210552,2381740,14.48823717,64.593,2.784122841
Algeria,2008,22.759,5.591,2.656,71.765,68.653,70.17104878,1.694847828,35097043,27562721,78.53288666,3068409,8.742642507,412520,17.32011051,0.212809951,3.13594263,2381740,12161827,-0.460562502,2381740,14.73588343,65.348,2.856927079
Algeria,2009,23.516,5.666,2.725,71.92,68.81,70.32707317,1.774439469,35725377,27031472,75.6646235,3069140,8.590924037,413090,17.34404259,0.209626899,3.144339852,2381740,12111975,-0.410747934,2381740,14.99969644,66.097,2.914088628
Algeria,2010,24.122,5.738,2.781,72.074,68.952,70.47492683,1.824865653,36383302,32729824,89.95836607,2576165,7.080624513,413800,17.37385273,0.205946123,3.146019297,2381740,12071252,-0.336787464,2381740,15.27593356,66.822,2.915768001
Algeria,2011,24.514,5.802,2.817,72.229,69.081,70.61660976,1.850437766,37062820,32780165,88.44487548,2922731,7.885884021,413730,17.3709137,0.202413092,3.149798047,2381740,12035780,-0.294287788,2381740,15.56123674,67.526,2.898472815
Algeria,2012,24.658,5.855,2.829,72.382,69.199,70.75168293,1.871447021,37762962,35615926,94.31443964,3059336,8.101419587,413830,17.37511231,0.198872112,3.153156936,2381740,12005223,-0.254207501,2381740,15.85519914,68.209,2.877828528
Algeria,2013,24.579,5.895,2.82,72.534,69.309,70.88217073,1.885415255,38481705,37527703,97.52089467,3231332,8.397060369,414320,17.39568551,0.196067196,3.167852075,2381740,11979355,-0.215705359,2381740,16.15697137,68.87,2.849828266
El Salvador,1960,36.3435,11.235,4.774,63.128,59.1505,61.0907439,2.393816027,20627337.5,18763851.5,48.76044733,2771456,7.251213214,280386.6667,31.61311088,0.187610621,9.913659976,1594776.667,6844515,1.193448347,1594840,56.47649411,53.6075,3.117843269
El Salvador,1961,48.108,16.575,6.728,53.722,48.992,51.29931707,2.9022168,2772970,0,0,2311580,6.105366058,146453.3333,45.83053626,0.179154046,16.65946788,807813.3333,1709675,2.602602052,807940,96.79601684,38.345,3.385858272
El Salvador,1962,48.002,16.109,6.749,54.55,49.627,52.02846341,3.050364621,2858859,0,0,1851704,4.959518902,12520,60.04796163,0.170697471,23.40527578,20850,1757741,2.772616793,21040,137.1155396,38.516,3.495344997
El Salvador,1963,47.78,15.657,6.752,55.341,50.224,52.72009756,3.16083134,2950666,0,0,1391828,3.813671746,12520,60.04796163,0.165386391,23.40527578,20850,1811296,3.001314925,21040,141.518753,38.614,3.414945078
El Salvador,1964,47.438,15.219,6.736,56.089,50.775,53.36719512,3.205143371,3046771,0,0,931952,2.667824591,12580,60.33573141,0.16016957,23.40527578,20850,1867305,3.045360375,21040,146.1281055,38.712,3.458631561
El Salvador,1965,46.986,14.797,6.699,56.791,51.276,53.9662439,3.171946612,3144962,0,0,472076,1.521977435,12580,60.33573141,0.1542149,23.26139089,20850,1924371,3.01029462,21040,150.837506,38.811,3.4273374
El Salvador,1966,46.442,14.394,6.643,57.448,51.724,54.51619512,3.086875972,3243557,0,0,12200,0.376130279,12600,60.43165468,0.147985684,23.02158273,20850,1981521,2.926557053,21040,155.566283,38.909,3.339112218
El Salvador,1967,45.835,14.013,6.571,58.06,52.118,55.01653659,2.981268339,3341712,0,0,15500,0.454560109,12500,59.95203837,0.140646471,22.54196643,20850,2038210,2.820724007,21040,160.2739568,39.007,3.232819886
El Salvador,1968,45.198,13.655,6.487,58.632,52.46,55.47073171,2.884693182,3439514,0,0,18800,0.532989939,12410,59.52038369,0.133739825,22.06235012,20850,2094458,2.7222837,21040,164.9647002,39.106,3.138115915
El Salvador,1969,44.563,13.326,6.396,59.17,52.746,55.87965854,2.803863055,3537318,0,0,22100,0.611419769,12390,59.42446043,0.129476626,21.96642686,20850,2150512,2.641114464,21040,169.6555396,39.205,3.056761345
El Salvador,1970,43.949,13.026,6.3,59.674,52.973,56.24178049,2.748290966,3635882,0,0,25400,0.689849599,12370,59.32853717,0.125141575,21.82254197,20850,2206871,2.586972186,21040,174.3828297,39.303,2.997933528
El Salvador,1971,43.375,12.76,6.203,60.146,53.13,56.55243902,2.706207959,3735620,0,0,28700,0.768279429,12350,59.23261391,0.120461931,21.58273381,20850,2263711,2.542982684,21040,179.1664269,39.402,2.957760113
El Salvador,1972,42.848,12.531,6.106,60.583,53.205,56.80402439,2.662922652,3836433,0,0,32580,0.841919092,12780,61.29496403,0.127201492,23.40527578,20850,2320889,2.494479992,21040,184.0015827,39.504,2.921425267
El Salvador,1973,42.356,12.34,6.01,60.985,53.196,56.9955122,2.602405465,3937583,0,0,36460,0.915558756,12810,61.43884892,0.123933895,23.40527578,20850,2362432,1.774129497,21040,188.8529017,40.003,3.857669028
El Salvador,1974,41.885,12.182,5.914,61.355,53.105,57.12939024,2.520422933,4038088,0,0,40340,0.989198419,12880,61.77458034,0.120849273,23.40527578,20850,2402541,1.683533037,21040,193.6732854,40.503,3.762616427
El Salvador,1975,41.423,12.054,5.817,61.698,52.942,57.21321951,2.412197939,4136679,0,0,44220,1.062838083,12980,62.25419664,0.117969028,23.40527578,20850,2440392,1.563175487,21040,198.4018705,41.006,3.646443978
El Salvador,1976,40.952,11.958,5.718,62.007,52.692,57.23590244,2.287000921,4232375,0,0,48100,1.136477746,13080,62.73381295,0.115301692,23.40527578,20850,2475516,1.4290177,21040,202.9916067,41.51,3.508581081
El Salvador,1977,40.449,11.899,5.615,62.273,52.336,57.18331707,2.163774084,4324952,0,0,55000,1.271690414,13000,62.74131274,0.109827808,22.92471042,20720,2507737,1.29318937,21040,208.7332046,42.017,3.377755377
El Salvador,1978,39.9,11.868,5.506,62.503,51.894,57.06912195,2.047699875,4414427,0,0,62000,1.404485792,13090,63.17567568,0.107601734,22.92471042,20720,2537192,1.167720485,21040,213.0514961,42.525,3.249484023
El Salvador,1979,39.298,11.85,5.389,62.714,51.413,56.92568293,1.928846311,4500401,0,0,64162,1.425695177,13500,65.15444015,0.114434247,24.85521236,20720,2563698,1.039278972,21040,217.2008205,43.034,3.118709322
El Salvador,1980,38.644,11.826,5.266,62.932,50.957,56.79846341,1.807688748,4582494,0,0,67095,1.464159037,14000,67.56756757,0.122204197,27.02702703,20720,2587047,0.906632339,21040,221.1628378,43.545,2.988104262
El Salvador,1981,37.946,11.761,5.137,63.205,50.631,56.76465854,1.689136292,4660556,0,0,68833,1.476926787,14100,68.05019305,0.119728204,26.93050193,20720,2607208,0.776284616,21040,224.9303089,44.058,2.860354631
El Salvador,1982,37.221,11.619,5.004,63.583,50.551,56.90807317,1.573841309,4734486,0,0,72690,1.53533034,13700,66.11969112,0.108987544,24.9034749,20720,2624278,0.652589363,21040,228.4983591,44.571,2.731488912
El Salvador,1983,36.491,11.382,4.87,64.095,50.781,57.27563415,1.471540232,4804671,0,0,79603,1.656783576,13410,64.72007722,0.099694651,23.11776062,20720,2638437,0.538088578,21040,231.885666,45.086,2.620365516
El Salvador,1984,35.779,11.044,4.738,64.752,51.349,57.88704878,1.393607541,4872098,0,0,80448,1.651198313,13370,64.52702703,0.096467682,22.68339768,20720,2650324,0.44952003,21040,235.1398649,45.602,2.531579989
El Salvador,1985,35.095,10.611,4.609,65.546,52.251,58.73636585,1.345781925,4938109,0,0,86257,1.746761766,13470,65.00965251,0.097203201,23.16602317,20720,2660703,0.390847692,21040,238.3257239,46.119,2.47311001
El Salvador,1986,34.451,10.098,4.485,66.46,53.452,59.79736585,1.322075512,5003828,0,0,90496,1.808535385,13670,65.97490347,0.099923499,24.13127413,20720,2670243,0.357910592,21040,241.4974903,46.636,2.436863574
El Salvador,1987,33.852,9.533,4.367,67.459,54.889,61.02070732,1.293264612,5068961,0,0,91122,1.7976465,13870,66.94015444,0.102585125,25.0965251,20720,2678692,0.315913617,21040,244.6409749,47.155,2.40002002
El Salvador,1988,33.293,8.955,4.255,68.487,56.44,62.31658537,1.267091223,5133598,0,0,98107,1.911076793,13870,66.94015444,0.101293479,25.0965251,20720,2686206,0.280117345,21040,247.7605212,47.674,2.361705588
El Salvador,1989,32.762,8.404,4.148,69.489,57.989,63.5987561,1.277742188,5199613,0,0,105672,2.032305097,14070,67.90540541,0.103853883,26.06177606,20720,2693712,0.279037891,21040,250.9465734,48.194,2.362538272
El Salvador,1990,32.252,7.905,4.047,70.426,59.454,64.80619512,1.332812928,5269378,0,0,119867,2.274784614,14070,67.90540541,0.102478888,26.06177606,20720,2702506,0.325932265,21040,254.31361,48.713,2.403968649
El Salvador,1991,31.761,7.481,3.951,71.259,60.755,65.87890244,1.410439674,5344226,0,0,124969,2.338392875,14100,68.05019305,0.102914809,26.54440154,20720,2713103,0.391350761,21040,257.9259653,49.233,2.472271426
El Salvador,1992,31.285,7.146,3.862,71.961,61.837,66.77553659,1.505518143,5425293,0,0,129964,2.395520389,14280,68.91891892,0.104141841,27.26833977,20720,2725993,0.47397671,21040,261.8384653,49.754,2.558172889
El Salvador,1993,30.813,6.892,3.777,72.537,62.706,67.50160976,1.569922823,5511138,0,0,164949,2.993011607,14510,70.02895753,0.106693028,28.37837838,20720,2740413,0.527587356,21040,265.9815637,50.275,2.611653867
Chile,1980,22.86,6.962,2.718,71.781,65.054,68.33546341,1.396094164,11031280,0,0,351000,3.181861035,169000,22.72935126,0.352542951,5.230440654,743532,2129589,-1.458376613,756096,14.83632177,80.695,2.091231519
Chile,1981,22.835,6.749,2.675,72.52,65.756,69.0555122,1.449867332,11192384,0,0,363000,3.243276857,168500,22.66210466,0.342733058,5.159159256,743532,2099355,-1.429884866,756096,15.0529957,81.243,2.126681731
Chile,1982,22.954,6.562,2.656,73.2,66.422,69.72834146,1.514818883,11363219,0,0,386706,3.40313779,167500,22.52761145,0.328516066,5.020631257,743532,2070606,-1.378883664,756096,15.28275716,81.778,2.171170745
Chile,1983,23.149,6.397,2.65,73.809,67.043,70.3434878,1.572024092,11543263,0,0,404196,3.501574901,166000,22.32587165,0.31013761,4.814856657,743532,2051700,-0.917260027,756096,15.52490411,82.226,2.118351528
Chile,1984,23.357,6.254,2.651,74.343,67.614,70.89643902,1.618868195,11731654,0,0,436860,3.723771601,165500,22.25862505,0.300724859,4.744920192,743532,2069581,0.867745354,756096,15.7782772,82.359,1.780492273
Chile,1985,23.536,6.13,2.655,74.801,68.135,71.38670732,1.648448175,11926647,0,0,481002,4.033002737,165000,22.19137845,0.291364371,4.673638794,743532,2088117,0.89165316,756096,16.04052953,82.492,1.809808819
Chile,1986,23.653,6.022,2.657,75.189,68.608,71.8182439,1.665560296,12126956,0,0,537089,4.428885534,164720,22.15372035,0.283995423,4.631945901,743532,2107180,0.908785776,756096,16.30993152,82.624,1.825443046
Chile,1987,23.692,5.927,2.656,75.52,69.043,72.2025122,1.674276374,12331704,0,0,557987,4.524816684,164360,22.1053028,0.271981877,4.510902019,743532,2126602,0.917484001,756096,16.58530366,82.755,1.832705119
Chile,1988,23.657,5.842,2.653,75.816,69.451,72.55587805,1.685353148,12541298,0,0,580795,4.63105972,161630,21.73813635,0.245269668,4.137010915,743532,2146443,0.928665277,756096,16.86719334,82.885,1.842318089
Chile,1989,23.551,5.763,2.649,76.096,69.843,72.8932439,1.70605488,12757095,0,0,625466,4.902887374,161540,21.72603197,0.239788134,4.114147071,743532,2166920,0.9494751,756096,17.15742564,83.014,1.86157123
Chile,1990,23.359,5.688,2.64,76.371,70.224,73.22253659,1.740162763,12981032,4886,0.037639534,645863,4.975436468,161690,21.74620595,0.236498916,4.128941323,743532,2188213,0.977842452,756096,17.45860568,83.143,1.895432107
Chile,1991,23.063,5.617,2.624,76.647,70.591,73.54514634,1.778236113,13213930,13921,0.105350944,864155,6.539727394,158990,21.3830743,0.212048951,3.76849954,743532,2210558,1.015974335,756096,17.77183766,83.271,1.93207657
Chile,1992,22.645,5.552,2.597,76.925,70.937,73.85797561,1.818890098,13456476,36136,0.268539847,1056027,7.847723282,157890,21.23513178,0.199532181,3.611142493,743532,2234044,1.056842372,756096,18.09804554,83.398,1.971286112
Chile,1993,22.11,5.494,2.559,77.199,71.256,74.15502439,1.840860134,13706485,64438,0.470127826,1283048,9.360882823,155560,20.92176261,0.178017924,3.281634146,743532,2252798,0.835960313,756096,18.43429066,83.564,2.03970545
Chile,1994,21.477,5.443,2.51,77.47,71.548,74.43678049,1.821082297,13958378,85186,0.610285808,1520291,10.89160216,154770,20.81551298,0.165062158,3.098723391,743532,2247857,-0.219568129,756096,18.77306962,83.896,2.217598161
Chile,1995,20.769,5.399,2.453,77.742,71.821,74.70929268,1.749482467,14204726,115691,0.814454288,1587000,11.172338,154500,20.77919982,0.160228363,3.061065294,743532,2241080,-0.301942538,756096,19.10439093,84.223,2.138488306
Chile,1996,20.015,5.357,2.388,78.027,72.091,74.98660976,1.643454027,14440103,197314,1.366430697,1818000,12.5899379,153300,20.61780798,0.146813357,2.851255898,743532,2231718,-0.418620008,756096,19.420957,84.545,2.025045918
Chile,1997,19.25,5.312,2.321,78.34,72.379,75.28680488,1.527187589,14662323,319474,2.178877112,2151000,14.67025382,152320,20.48600464,0.135381003,2.669690074,743532,2219729,-0.538657609,756096,19.71982779,84.861,1.900257573
Chile,1998,18.509,5.262,2.254,78.683,72.698,75.6175122,1.422990378,14872458,409740,2.75502543,2693286,18.10921907,152220,20.47255532,0.133266471,2.665655278,743532,2205288,-0.652700375,756096,20.00244509,85.172,1.788802064
Chile,1999,17.821,5.207,2.192,79.055,73.05,75.97926829,1.335480781,15072409,964248,6.397437861,3046698,20.21374287,152190,20.46852052,0.131299516,2.661620482,743532,2188966,-0.74288264,756096,20.27136559,85.477,1.692939151
Chile,2000,17.207,5.15,2.135,79.448,73.431,76.36612195,1.27318847,15265536,2260687,14.80909023,3108799,20.36482047,150600,20.25467633,0.117912663,2.420877649,743532,2171065,-0.821145565,756096,20.53110828,85.778,1.624708143
Chile,2001,16.683,5.099,2.087,79.843,73.821,76.75856098,1.229614328,15454402,3401525,22.01007195,3302506,21.36935483,151100,20.32192293,0.113236345,2.353631047,743532,2152335,-0.866453124,756096,20.78512021,86.073,1.572935664
Chile,2002,16.25,5.063,2.047,80.216,74.193,77.13104878,1.189239187,15639289,5100783,32.61518474,3467013,22.16861009,151500,20.37572021,0.11189767,2.353631047,743532,2132730,-0.915045013,756096,21.03378066,86.363,1.525598262
Chile,2003,15.89,5.05,2.014,80.548,74.522,77.4615122,1.145847324,15819522,6244310,39.47217874,3467013,21.91604146,155650,20.933867,0.104301508,2.219137845,743532,2112223,-0.966190181,756096,21.27618179,86.648,1.475304537
Chile,2004,15.586,5.063,1.985,80.828,74.795,77.73792683,1.107256345,15995658,7268281,45.43908728,3252063,20.33091105,154250,20.74557652,0.093775448,2.017398041,743532,2091912,-0.966246708,756096,21.51307274,86.922,1.422983555
Chile,2005,15.328,5.101,1.96,81.055,75.012,77.95980488,1.073157557,16168241,9261385,57.28133939,3318260,20.523321,159350,21.43149185,0.092774471,2.017398041,743532,2071637,-0.973936431,756096,21.74518514,87.187,1.377561708
Chile,2006,15.11,5.158,1.939,81.236,75.186,78.13721951,1.042943387,16337749,10569572,64.69417543,3435888,21.03036349,158850,21.36424525,0.088751517,1.950151439,743532,2051531,-0.975277232,756096,21.97316188,87.443,1.3361379
Chile,2007,14.922,5.227,1.92,81.387,75.34,78.2897561,1.015656884,16504530,12450801,75.43868865,3383597,20.50102002,158000,21.24992603,0.081795725,1.815658237,743532,2031873,-0.962831592,756096,22.19747099,87.689,1.296584876
Chile,2008,14.758,5.297,1.903,81.531,75.502,78.44297561,0.990933917,16668892,13955202,83.7200337,3459611,20.75489481,157360,21.16385038,0.075949859,1.702683946,743532,2012602,-0.952961551,756096,22.41852671,87.926,1.260844978
Chile,2009,14.609,5.359,1.888,81.687,75.694,78.61741463,0.968912845,16831184,14796593,87.91177733,3529645,20.97086575,157760,21.21764766,0.077475239,1.753791363,743532,1993654,-0.945927633,756096,22.63679842,88.155,1.229018698
Chile,2010,14.468,5.411,1.873,81.86,75.922,78.81858537,0.949333996,16991729,16450223,96.81312008,3564351,20.9769765,157860,21.23109698,0.077331742,1.767240684,743532,1975288,-0.925492541,756096,22.85272053,88.375,1.198588569
Chile,2011,14.329,5.451,1.858,82.055,76.189,79.05046341,0.931579125,17150760,19852242,115.7513836,3457506,20.15949147,157430,21.1732649,0.074107503,1.709408606,743532,1957588,-0.900110733,756096,23.06660641,88.586,1.170044887
Chile,2012,14.191,5.483,1.844,82.267,76.487,79.3065122,0.915227629,17308449,22315248,128.9269073,3366325,19.44902747,157890,21.23513178,0.076090007,1.77127548,743532,1940277,-0.888235678,756096,23.2786874,88.79,1.145250109
Chile,2013,14.055,5.511,1.832,82.485,76.799,79.57265854,0.899346454,17464814,23940973,137.0811793,3280533,18.78366984,158089.8,21.26200352,0.076552776,1.798147222,743532,1923575,-0.864531252,756096,23.4889877,88.986,1.1198454
Puerto Rico,1980,23.4,6.4,2.664,77.053,70.331,73.61002439,1.228024793,3168088,0,0,377400,12.01681207,4860,54.79143179,0.030617836,10.93573844,8870,1071511,-1.219400612,8870,357.1688839,66.178,2.502363542
Puerto Rico,1981,22.8,6.4,2.607,77.155,70.414,73.70229268,1.189580284,3206000,0,0,413200,12.96230767,4750,53.55129651,0.023081722,8.342728298,8870,1031210,-3.833693183,8870,361.4430665,67.835,3.662609332
Puerto Rico,1982,22,6.5,2.548,77.285,70.478,73.7984878,1.13366199,3242552,0,0,451600,13.97927316,4670,52.64937993,0.020971136,7.666290868,8870,915308,-11.92275284,8870,365.5639233,71.772,6.775262671
Puerto Rico,1983,21.05,6.5,2.49,77.454,70.532,73.90858537,1.070592227,3277453,0,0,473792,14.49221191,4670,52.64937993,0.020442704,7.553551297,8870,806057,-12.7106161,8870,369.4986471,75.406,6.009843831
Puerto Rico,1984,20.1,6.5,2.436,77.664,70.582,74.03663415,1.022534059,3311138,0,0,501400,15.17225227,4660,52.53664036,0.019328702,7.215332582,8870,704908,-13.40871618,8870,373.2962796,78.711,5.31215595
Puerto Rico,1985,19.3,6.6,2.387,77.91,70.623,74.17763415,0.993257484,3344190,0,0,547462,16.40143923,4640,52.31116122,0.019735721,7.440811725,8870,612522,-14.04824377,8870,377.0225479,81.684,4.700767896
Puerto Rico,1986,19.4,7.1,2.344,78.165,70.636,74.30868293,0.976322961,3377000,0,0,593500,17.6127707,4610,51.9729425,0.018655611,7.10259301,8870,529615,-14.54345327,8870,380.7215333,84.317,4.148861759
Puerto Rico,1987,19.45,7.2,2.308,78.395,70.596,74.40039024,0.959374955,3409554,1958.5,0.057118342,639368,18.8046757,4630,52.19842165,0.018770784,7.215332582,8870,455619,-15.04933935,8870,384.3916573,86.637,3.673715058
Puerto Rico,1988,19.5,7.3,2.279,78.569,70.489,74.43046341,0.942762657,3441850,3917,0.114236685,696100,20.30129087,4620,52.08568207,0.01830411,7.10259301,8870,390306,-15.47258871,8870,388.0326945,88.66,3.250951223
Puerto Rico,1989,19.3,7.35,2.256,78.674,70.317,74.39358537,0.92681889,3473898,8700,0.251646404,763584,22.08657099,4620,52.08568207,0.022165302,8.680947012,8870,333043,-15.86594361,8870,391.6457723,90.413,2.884736381
Puerto Rico,1990,19.1,7.4,2.236,78.711,70.097,74.29895122,0.909864623,3505650,11600,0.33269872,812998,23.31753397,4500,50.73280722,0.019967766,7.891770011,8870,283432,-16.12993753,8870,395.2254791,91.915,2.557488646
Puerto Rico,1991,18.5,7.3,2.219,78.698,69.856,74.16917073,0.890295757,3537000,20369,0.57899638,982187,27.91902976,4350,49.04171364,0.018377156,7.328072153,8870,249641,-12.69483497,8870,398.7598647,92.942,2.001456455
Puerto Rico,1992,18.1,7.4,2.201,78.667,69.631,74.03880488,0.707415569,3562110,33410,0.940707549,1032758,29.07881614,4200,47.35062007,0.015440287,6.200676437,8870,245572,-1.643370257,8870,401.5907554,93.106,0.883696093
Puerto Rico,1993,17.8,7.6,2.18,78.656,69.461,73.94636585,0.645450037,3585176,60000,1.672777882,1096225,30.56234889,4100,46.22322435,0.014504169,5.862457723,8870,241390,-1.717630047,8870,404.1912063,93.267,0.818223018
Puerto Rico,1994,17.9,7.8,2.154,78.693,69.376,73.92087805,0.842176258,3615497,95000,2.622388239,1095446,30.23878639,3110,35.06200676,0.008850789,3.607666291,8870,237755,-1.517315109,8870,407.6095829,93.424,1.010374096
Puerto Rico,1995,17.5,7.7,2.124,78.79,69.393,73.97690244,0.928877577,3649237,175000,4.784861682,1130238,30.90304284,3090,34.83652762,0.009042986,3.720405862,8870,234354,-1.440793899,8870,411.413416,93.578,1.093579291
Puerto Rico,1996,17,8.1,2.088,78.952,69.528,74.12507317,0.923749876,3683103,287000,7.778517686,1195921,32.41286637,3090,34.83652762,0.008959836,3.720405862,8870,230967,-1.455794954,8870,415.2314543,93.729,1.084993807
Puerto Rico,1997,16.9,8,1.94,79.172,69.782,74.3624878,1.121862669,3724655,329000,8.845403321,1254088,33.71706432,3090,34.83652762,0.008859881,3.720405862,8870,228098,-1.249948201,8870,419.916009,93.876,1.278560015
Puerto Rico,1998,16.2,7.7,1.9,79.428,70.132,74.66663415,0.929312007,3759430,367000,9.795459071,1256646,33.5406661,2910,32.80721533,0.009841918,4.171364149,8870,224814,-1.450196751,8870,423.8365276,94.02,1.08258954
Puerto Rico,1999,15.7,7.8,1.9,79.698,70.548,75.01141463,0.57478869,3781101,580000,15.38576626,1261733,33.47022244,2725,30.72153326,0.013620371,5.806087937,8870,220778,-1.81157219,8870,426.2797069,94.161,0.724660564
Puerto Rico,2000,15.6,7.7,1.97425,79.973,71.008,75.38117073,0.500714523,3800081,813800,21.48996378,1294704,34.1891645,2599,29.30101466,0.014368115,6.155580609,8870,216681,-1.873144588,8870,428.4195039,94.298,0.64607993
Puerto Rico,2001,15.59,7.48,2.0485,80.92,72.66,76.68926829,0.276558689,3810605,1318099,34.71439546,1299291,34.21905456,2472,27.8692221,0.015666804,6.730552424,8870,213889,-1.296903701,8870,429.6059752,94.387,0.370913653
Puerto Rico,2002,14.59,7.5,1.9346,81.4,72.94,77.06682927,0.214145951,3818774,1628161,42.85358211,1288439,33.91201882,2347,26.45997745,0.016994983,7.316798196,8870,216410,1.171756776,8870,430.5269448,94.333,0.156908971
Puerto Rico,2003,13.7,7.28,1.8317,82.15,73.58,77.7604878,0.128937306,3823701,1646932,43.40052831,1276493,33.63859017,2220,25.02818489,0.017783817,7.666290868,8870,218792,1.094675018,8870,431.0824126,94.278,0.070623108
Puerto Rico,2004,13.1,7.31,1.7624,82.22,74.12,78.07121951,0.062589906,3826095,1709062,45.15286159,1212779,32.04122632,2150,24.23900789,0.016988601,7.328072153,8870,220995,1.001857002,8870,431.3523112,94.224,0.00529819
Puerto Rico,2005,13.16,7.46,1.7822,82.34,74.21,78.17585366,0.020462636,3826878,1847927,48.97574889,1111894,29.46861068,2150,24.23900789,0.016985125,7.328072153,8870,223184,0.985646652,8870,431.4405862,94.168,-0.039007912
Puerto Rico,2006,12.96,7.6,1.7702,82.45,74.34,78.29609756,-0.144242361,3821362,1993465,53.00157426,1037700,27.59001718,2020,22.77339346,0.017009642,7.328072153,8870,225002,0.81127477,8870,430.8187148,94.112,-0.203720765
Puerto Rico,2007,12.41,7.29,1.7123,82.56,74.47,78.41634146,-0.423467205,3805214,2198845,58.63957269,1038000,27.68174949,2010,22.66065389,0.016819028,7.215332582,8870,226182,0.523069387,8870,428.9981962,94.056,-0.482985004
Puerto Rico,2008,11.86,7.44,1.6505,82.59,74.46,78.42585366,-0.585620757,3782995,2431512,65.03405211,1012909,27.09161077,1890,21.30777903,0.016389131,6.989853439,8870,227018,0.368932457,8870,426.4932356,93.999,-0.64625231
Puerto Rico,2009,11.79,7.61,1.6516,82.678,74.636,78.55892683,-0.586677392,3760866,2543587,68.21954813,949377,25.46249448,1870,21.08229989,0.015953772,6.764374295,8870,227833,0.358359495,8870,423.9984216,93.942,-0.647314085
Puerto Rico,2010,11.72,7.78,1.6528,82.007,74.199,78.00778049,-0.545401894,3740410,2712220,72.93243111,905735,24.3554931,1900,21.4205186,0.016041022,6.764374295,8870,228763,0.40736287,8870,421.692221,93.884,-0.607155064
Puerto Rico,2011,11.3,7.833,1.664,82.141,74.412,78.1822439,-0.514688433,3721208,2933988,79.09024816,890820,24.01345025,1900,21.4205186,0.016123796,6.764374295,8870,229785,0.445755599,8870,419.5273957,93.825,-0.577576869
Puerto Rico,2012,11.1,7.997,1.653,82.271,74.633,78.35885366,-0.934914774,3686580,3108372,83.97889108,826145,22.31996073,1900,21.4205186,0.016275247,6.764374295,8870,229637,-0.064428784,8870,415.6234498,93.771,-0.992471698
Puerto Rico,2013,10.6,8.161,1.644,82.398,74.857,78.53553659,-0.954883331,3651545,3049697,82.55282485,706274,19.11826448,1968,22.18714769,0.016458787,6.775648253,8870,229244,-0.171286279,8870,411.6736189,93.722,-1.007154066
Thailand,1960,31.2185,8.0215,4.4245,67.4725,63.363,65.36763415,2.426123797,27825082.5,26506161,93.7015585,2419486,8.555312079,1194776.667,61.37516603,0.197424569,7.765530443,1603423.333,13463571,1.63670231,1604166.667,27.1688668,51.091,3.325719665
Thailand,1961,42.573,12.791,6.147,57.575,53.013,55.23836585,2.974829689,27362310,0,0,37148,0.135763391,655653.3333,42.09219066,0.283140421,14.06108149,1057156.667,21979596,2.600815479,1058643.333,41.1786944,19.672,4.516753302
